ages,birth_year,1.5C,2C
0,2017,45.82501419624074,123.74580051615065
1,2016,46.43139316334618,124.33181311062195
2,2015,48.24798747851713,125.69180362821213
3,2014,50.092093131340526,127.07930548345469
4,2013,51.88898503643591,128.40764576707244
5,2012,53.70476483664776,129.7429240735924
6,2011,55.53362764484394,131.07933346703823
7,2010,57.35799874761418,132.39929718462824
8,2009,59.168058282111474,133.6929933136171
9,2008,60.89114904057726,134.88760786938306
10,2007,62.750152577480755,136.206013230191
11,2006,64.61703181988598,137.5201631364694
12,2005,66.52396918153299,138.8622308048757
13,2004,68.49690465249411,140.25814701793658
14,2003,70.45931237564155,141.6366829774118
15,2002,72.40416235372197,142.9907961856411
16,2001,74.29076422405772,144.2797837453034
17,2000,76.11647496219699,145.50099006294226
18,1999,77.86482196885018,146.63792993577627
19,1998,79.31239312220909,147.4667918431162
20,1997,80.73132951227551,148.25969432753982
21,1996,82.18176758706717,149.07675118504653
22,1995,83.60165084939379,149.8558831611859
23,1994,84.97935612944904,150.5854442229959
24,1993,86.3207426458633,151.25774338495663
25,1992,87.72818551269472,151.97507312075658
26,1991,89.1226973699692,152.65836293994403
27,1990,90.4461739566633,153.249424957027
28,1989,91.71002407329212,153.75958385013897
29,1988,92.9803210232182,154.2548378197215
30,1987,94.53613003632906,155.01416753121438
31,1986,95.94386665226212,155.60390345642904
32,1985,97.49549180989978,156.3159209590411
33,1984,98.98869334757087,156.94782179074846
34,1983,100.4503013442654,157.52423791845578
35,1982,101.76177628534435,157.92654035964642
36,1981,103.11655083178809,158.3480718039201
37,1980,104.44949301682209,158.7236098058331
38,1979,105.78662851179199,159.07908904695282
39,1978,107.12992570182676,159.41556333538063
40,1977,108.13444588664234,159.3879573871457
41,1976,109.14296388195416,159.33890831935662
42,1975,110.19539117753315,159.30818879609018
43,1974,111.09954668792021,159.10347776677108
44,1973,112.20826367605524,159.08087545874227
45,1972,113.07644614939987,158.79512713937942
46,1971,113.77185471804144,158.31383298928287
47,1970,114.27076265533368,157.6131041388603
48,1969,114.5367845491018,156.65639129504387
49,1968,114.58272411895256,155.4559487403721
50,1967,114.47466857947434,154.0776787652044
51,1966,114.43062660413284,152.73940294108215
52,1965,114.33600158006088,151.3263353411899
53,1964,114.16645151528117,149.8139424125721
54,1963,113.82526958648224,148.1000303857945
55,1962,113.36138132747023,146.2332598221593
56,1961,112.78848778060218,144.2270632520627
57,1960,112.12878822529372,142.10336784018182
58,1959,111.36730094496905,139.84691608768057
59,1958,110.52134998988147,137.47374819430163
60,1957,109.59010504417887,134.98269836524108
61,1956,108.55649947067108,132.3563592226889
62,1955,107.42789497956163,129.60174636394956
63,1954,106.1997270724687,126.71394369193071
64,1953,104.82491679444469,123.71320325822643
65,1952,103.30136026973379,120.597831623518
66,1951,101.62409155197969,117.36328082092176
67,1950,99.78490053535359,114.00176645309229
68,1949,97.80973557427696,110.53967050368635
69,1948,95.66027321051523,106.93838849157623
70,1947,93.35920948415456,103.22109310570964
71,1946,90.8980850258068,99.37981139790692
72,1945,88.27917857364618,95.4173185688754
73,1944,85.49037795094729,91.32200922404304
74,1943,82.4799219417084,87.12962475226763
75,1942,79.22648141949324,82.82084019508204
76,1941,75.73144443259264,78.39909652358395
77,1940,71.98623911330056,73.85792514203355
78,1939,67.98986237099601,69.1984782409645
79,1938,63.738078163575494,64.41819511101389
80,1937,59.23217670874553,59.52090080797418
81,1936,54.46186662011985,54.498911085347004
82,1935,49.414842914618454,49.34260317784575
83,1934,44.08941547860626,44.05304717816849
84,1933,38.71499758493257,38.7027907170609
85,1932,33.287859196974765,33.287859196974765
86,1931,32.75228132169044,32.75228132169044
87,1930,32.241126624867746,32.241126624867746
88,1929,31.705268592557253,31.705268592557253
89,1928,31.210790687968874,31.210790687968874
90,1927,30.693447266703572,30.693447266703572
91,1926,30.15754300604023,30.15754300604023
92,1925,29.616698849131108,29.616698849131108
93,1924,29.07449450320024,29.07449450320024
94,1923,28.60937938362317,28.60937938362317
95,1922,27.999832422135267,27.999832422135267
96,1921,27.369218334146236,27.369218334146236
97,1920,26.70560720512877,26.70560720512877
98,1919,25.96666643927267,25.96666643927267
99,1918,25.21630589874386,25.21630589874386
100,1917,24.46856521430079,24.46856521430079
