ages,birth_year,1.5C,2C
0,2017,45.66067394195451,123.70659493931929
1,2016,46.98909489301028,124.96226536533054
2,2015,49.42084953040597,126.93741620514544
3,2014,51.81672525097939,128.87668812813806
4,2013,54.11577959956629,130.70719085524732
5,2012,56.350792094517786,132.46170185650695
6,2011,58.52512532981902,134.14358167705777
7,2010,60.65177262272087,135.76582158477942
8,2009,62.78071007593657,137.3783956324867
9,2008,64.84007096859021,138.90928032244048
10,2007,66.92410897603246,140.45272015378723
11,2006,68.94298656147596,141.91886840310391
12,2005,70.92095721917205,143.33196936755925
13,2004,72.98479666594675,144.81878955643373
14,2003,75.04286537198759,146.29298649880238
15,2002,77.07067256176103,147.73005691872464
16,2001,79.09847119618313,149.16024124247332
17,2000,81.12955250101197,150.58681812680175
18,1999,83.18909744873974,152.03495594071038
19,1998,85.19773774572863,153.42488699168024
20,1997,87.21096282024133,154.81207816055013
21,1996,89.2534544935824,156.2211886166063
22,1995,91.17801847614572,157.5050013129823
23,1994,93.08775802771471,158.76659664630608
24,1993,94.89348996963408,159.90324123377192
25,1992,96.60146101731873,160.92109915042502
26,1991,98.2789563385889,161.88737243360828
27,1990,99.86003978191884,162.7360413073271
28,1989,101.38539606064501,163.50770636253634
29,1988,102.84805585339264,164.19532317494048
30,1987,104.26404459827305,164.81483261820284
31,1986,105.57039845554992,165.30318578476133
32,1985,106.79041109394464,165.68359076813047
33,1984,107.96463079215687,165.99650976037898
34,1983,109.15838481473209,166.30507191396697
35,1982,110.4039210765698,166.6414356759164
36,1981,111.61047114124244,166.91474263841897
37,1980,112.7803230704967,167.12719038455222
38,1979,113.97018781313636,167.3353988733417
39,1978,115.1557632357089,167.51415139430728
40,1977,116.29879491996412,167.62505694551194
41,1976,117.39822559742204,167.666920559869
42,1975,118.43280891470106,167.6183570583026
43,1974,119.37778371987528,167.45446532377062
44,1973,120.24049093210031,167.1858532398318
45,1972,121.09593785342337,166.88736936844737
46,1971,121.78536924024807,166.40009803653402
47,1970,122.47130324434792,165.88639525291902
48,1969,123.04602788188377,165.2383851528703
49,1968,123.52870366645716,164.47467881292113
50,1967,123.955811554025,163.63157226479956
51,1966,124.22294059734095,162.60446745933467
52,1965,124.38339906465515,161.44648335082866
53,1964,124.4324912711996,160.15273269353494
54,1963,124.37239933938385,158.71991066374054
55,1962,124.19359835012355,157.13822736985702
56,1961,123.90082398102099,155.4121499775259
57,1960,123.4734377195492,153.52076785948168
58,1959,122.95453053388613,151.50689620164212
59,1958,122.31302942703356,149.33817815649817
60,1957,121.60418323693338,147.06952708304013
61,1956,120.77953001570772,144.65214029277
62,1955,119.85187210322191,142.09847401265424
63,1954,118.85741800424469,139.4443851487512
64,1953,117.6682355759282,136.62927256475442
65,1952,116.27854428889519,133.64776616772386
66,1951,114.74860977815285,130.56054957213942
67,1950,113.05033124402976,127.33994768681292
68,1949,111.21011945881963,124.01280491327354
69,1948,109.21507010732536,120.5659359134308
70,1947,107.06308121480768,116.99771536140724
71,1946,104.7520077114358,113.30648460858043
72,1945,102.27966024612263,109.49055076639631
73,1944,99.6438039592663,105.54818575740651
74,1943,96.77652758883973,101.49898092444342
75,1942,93.67410819574788,97.34121749638122
76,1941,90.33273227399044,93.07313489002622
77,1940,86.74849278905167,88.69292934282917
78,1939,82.91738609423406,84.19875248924704
79,1938,78.83098561040205,79.5838530828849
80,1937,74.48448252077121,74.84595714504435
81,1936,69.87293084550896,69.98272583578061
82,1935,64.99124217521518,64.99175296348697
83,1934,59.834180149186246,59.870562373792964
84,1933,54.627593178119724,54.688136835292546
85,1932,49.37044694412488,49.44319746916937
86,1931,48.340875279307696,48.413625804352186
87,1930,47.373768459954945,47.446518984999436
88,1929,46.44254055742446,46.51529108246895
89,1928,45.60203302402286,45.67478354906736
90,1927,44.819465295452005,44.892215820496496
91,1926,44.091473731510746,44.16422425655522
92,1925,43.40506396846306,43.477814493507545
93,1924,42.710258856841435,42.78300938188593
94,1923,42.079285271857906,42.152035796902396
95,1922,41.41788518593794,41.49063571098241
96,1921,40.815891778697534,40.888642303742024
97,1920,40.249047193759,40.321797718803495
98,1919,39.59057134720747,39.663321872251956
99,1918,38.921374850879545,38.994125375924035
100,1917,38.26591839655545,38.33866892159994
