ages,birth_year,1.5C,2C
0,2017,45.858555726505564,123.76381230195221
1,2016,45.99717889281949,123.89759884009527
2,2015,47.39407960946646,124.83789575916144
3,2014,48.78861016334813,125.77582251546231
4,2013,50.1658044941889,126.68446522482544
5,2012,51.53015810883382,127.56831734577851
6,2011,52.87025067714028,128.41595649933458
7,2010,54.19914577844895,129.24044421546304
8,2009,55.51183528661225,130.0367703181179
9,2008,56.821091718112534,130.81755054691834
10,2007,58.1257630080157,131.581623660726
11,2006,59.420105629269784,132.3232369458533
12,2005,60.70418348235936,133.04244510570214
13,2004,61.97969262787397,133.74093499331653
14,2003,63.2432134918887,134.42058409365904
15,2002,64.48818437317713,135.07481820509622
16,2001,65.71228111746757,135.70130063871326
17,2000,66.91922061726588,136.30373571801115
18,1999,68.09939549841587,136.872503465342
19,1998,69.25938927285911,137.41378799376622
20,1997,70.40563280250257,137.93399761776686
21,1996,71.53458381190141,138.4295674098808
22,1995,72.64583327847296,138.90006559026506
23,1994,73.73740099688676,139.3434890904337
24,1993,74.78664265627282,139.72364339536622
25,1992,75.81383540234856,140.06072301041044
26,1991,76.80340823592334,140.33907380589824
27,1990,77.75682634843506,140.56007734879884
28,1989,78.67431133923165,140.72387111607858
29,1988,79.55065090814588,140.82516770464926
30,1987,80.38638558441005,140.86442307929542
31,1986,81.18282999976668,140.84286680393362
32,1985,81.93333612816595,140.7537652773073
33,1984,82.63636303328744,140.59549147646507
34,1983,83.28734349056809,140.36128006475852
35,1982,83.89460073083936,140.05936480514148
36,1981,84.4437093294739,139.67523030160595
37,1980,84.95457501583216,139.2286918048432
38,1979,85.41556318328693,138.70802371844783
39,1978,85.82794846100748,138.11358609456144
40,1977,86.17677628332426,137.43028778382768
41,1976,86.46594005195746,136.66188448936
42,1975,86.7084885728445,135.82128619140158
43,1974,86.90138945400545,134.9053205328564
44,1973,87.05776855716422,133.9303803398513
45,1972,87.16154942621006,132.88023041618968
46,1971,87.20047764953216,131.74245592077366
47,1970,87.20060442205406,130.54294590558078
48,1969,87.13988885928984,129.25949560523196
49,1968,87.02496124343551,127.89818586485501
50,1967,86.85710652940992,126.46011671513996
51,1966,86.60906208750755,124.9178384244568
52,1965,86.29487844265999,123.285212203789
53,1964,85.91641469690626,121.56390559419715
54,1963,85.44378527009584,119.71854606940808
55,1962,84.8864063285644,117.7582848232534
56,1961,84.2418274692847,115.68040294074517
57,1960,83.50795200894568,113.4825316238337
58,1959,82.6868739027478,111.16648904545929
59,1958,81.77595119313598,108.72834939755607
60,1957,80.77406296209061,106.16665628315279
61,1956,79.68130147801068,103.48116123002843
62,1955,78.49258219834782,100.66643358273569
63,1954,77.21008438369445,97.72430100315646
64,1953,75.78543800943828,94.67372447322005
65,1952,74.21010155348934,91.50657290727352
66,1951,72.48230499977913,88.22149426872122
67,1950,70.602634422792,84.8195003405307
68,1949,68.57259749295835,81.30253242236775
69,1948,66.38306346620844,77.66117874726945
70,1947,64.03658955284033,73.89847317439546
71,1946,61.53083079071394,70.01255716281416
72,1945,58.86379806664621,66.00193806187546
73,1944,56.033256521035355,61.8648877941311
74,1943,52.97129489185426,57.62099770241346
75,1942,49.674785822930616,53.26914459851943
76,1941,46.13931920968296,48.80697130067428
77,1940,42.36098802105378,44.23267404978678
78,1939,38.33519606748161,39.543811937450116
79,1938,34.05411032489508,34.73422727233348
80,1937,29.51292197650975,29.80164607573841
81,1936,24.70668504249296,24.743729507720122
82,1935,19.630311113444623,19.558071376671922
83,1934,14.278563828661158,14.242195528223386
84,1933,8.877291598840113,8.865084730968443
85,1932,3.4254601060907137,3.4254601060907137
86,1931,3.297283210193844,3.297283210193844
87,1930,3.170345052835289,3.170345052835289
88,1929,3.0457770582420043,3.0457770582420043
89,1928,2.9324442838320195,2.9324442838320195
90,1927,2.825850176813209,2.825850176813209
91,1926,2.7374140211121816,2.7374140211121816
92,1925,2.654071190903137,2.654071190903137
93,1924,2.5808287655793887,2.5808287655793887
94,1923,2.5052743829946746,2.5052743829946746
95,1922,2.4285557558592403,2.4285557558592403
96,1921,2.3564120540537283,2.3564120540537283
97,1920,2.2887750149671717,2.2887750149671717
98,1919,2.2239442109211938,2.2239442109211938
99,1918,2.1546102978648736,2.1546102978648736
100,1917,2.087304893271279,2.087304893271279
